keyword,pdf_name,pdf_link
g8_assessment_reflection,Eighth Grade Math Assessment Reflection,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e0a9114a784f3f7d6.pdf
g8_elps_summary,Eighth Grade Math ELPS Summary,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e0c0b0e2168aefb14.pdf
g8_family_guides,Eighth Grade Math Family Guides,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e0c0b0ea728aefb13.pdf
g8_materials_list,Eighth Grade Math Materials List,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e0c0b0e10eeaefb12.pdf
g8_problem_solving_graphic_organizer,Eighth Grade Math Problem Solving Model Graphic Organizer,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e0c0b0e299daefb15.pdf
g8_scope_sequence_150_day,Eighth Grade Math Scope and Sequence 150 day,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5ec5e98d29f71e3ecd.pdf
g8_scope_sequence_165_day,Eighth Grade Math Scope and Sequence 165 day,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e8523c55b56ad7bab.pdf
g8_standards_overview,Eighth Grade Math Standards Overview,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5ec5e98dfd391e3ece.pdf
g8_teks_summary,Eighth Grade Math TEKS Summary,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e8523c5afddad7bac.pdf
g8_yag_150_day,Eighth Grade Math YAG 150 day,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e0a9114de1bf3f7d7.pdf
g8_yag_165_day,Eighth Grade Math YAG 165 day,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e8523c54cbfad7bad.pdf
g8_topic_pacing_guides_150_day,Math Grade 8 150 Day Topic Pacing Guides,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc5e20c0350f15eb2954.pdf
secondary_coach_student_work_analysis,Secondary Mathematics Coach Student Work Analysis Protocol,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc788523c53fa0ad7ff0.pdf
secondary_teacher_student_work_analysis,Secondary Mathematics Teacher Student Work Analysis Protocol,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc7820c035d748eb2c61.pdf
secondary_coach_lesson_internalization,Secondary Mathematics Coach Lesson Internalization Protocol,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc78c5e98d83801e425b.pdf
secondary_coach_module_topic_internalization,Secondary Mathematics Coach Module and Topic Internalization Guide,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc788523c511e3ad7ff1.pdf
secondary_content_organization,Secondary Mathematics Content Organization Document,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc7820c0352a05eb2c60.pdf
secondary_materials_guide,Secondary Mathematics Materials Guide,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc780a91147426f3fab5.pdf
secondary_observation_tool,Secondary Mathematics Observation Tool,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc780a91140b07f3fab6.pdf
